Keywords,Alpha,C,kernel,Average_F1,StDv_F1,Average_Accuracy,StDv_Accuracy,Average_Precision,StDv_Precision,Average_Recall,StDv_Recall
Negative,1.5,2.25,linear,0.9091251885369532,0.026386553214232812,0.8516129032258064,0.043756967633066246,0.8588042328042327,0.03344082106885854,0.9666376811594203,0.031207633747478883
Positive,1.5,2.5,linear,0.8655076244883271,0.03962816796849641,0.8064516129032258,0.06120537406777508,0.9146753246753248,0.03495423710980633,0.8253257209778949,0.06901777987602524
Negative,1.5,2.5,linear,0.8576143790849674,0.03083905272023946,0.7870967741935484,0.03289690008769539,0.8247835497835497,0.05870591165519176,0.9033333333333333,0.08343327340522552
Positive,1.5,2.75,linear,0.8425494839337755,0.058985164687581186,0.7999999999999999,0.0657938001753908,0.901818181818182,0.02762649345276861,0.7936507936507936,0.08425571620812636
Negative,1.5,2.75,linear,0.8692015386953826,0.028313876177611663,0.8,0.03761904448287292,0.7925022385022386,0.04519615390424142,0.9651515151515152,0.033658878623519795
Positive,1.5,3.0,linear,0.8386990160625682,0.0395168903575351,0.767741935483871,0.055498872690597605,0.9516594516594516,0.041802235055699646,0.752133779264214,0.05526182565806997
Negative,1.5,3.0,linear,0.8941613127520511,0.03806478305909734,0.8387096774193548,0.06120537406777508,0.8382197802197802,0.07609597407787752,0.9638801054018445,0.01827212112986948
Positive,1.5,3.25,linear,0.8507542189690607,0.057089676782763984,0.8,0.06888437581955688,0.9272642390289448,0.07315186220602057,0.7905446727185858,0.0709457843306759
Negative,1.5,3.25,linear,0.879108138238573,0.04756859896064542,0.8193548387096774,0.06642342026443225,0.8442995169082126,0.060344255773704406,0.9187268962921138,0.04544996863925004
Positive,1.75,0.5,linear,0.834011592058207,0.026227150864328596,0.7161290322580645,0.03761904448287291,0.7258064516129032,0.0418333468070119,0.9829710144927535,0.02086402905635936
Negative,1.75,0.5,linear,0.8959158249158248,0.02461587492873157,0.8258064516129032,0.03870967741935486,0.8488275862068966,0.027511623313797466,0.9506086956521738,0.047673749479288804
Positive,1.75,0.75,linear,0.836427772539281,0.029263792037407265,0.7419354838709677,0.04080358271185002,0.8799064983637214,0.13051929009575938,0.8331846897064288,0.12968039324228745
Negative,1.75,0.75,linear,0.8786691606266075,0.042664376770096366,0.8064516129032258,0.06120537406777508,0.8286833677178504,0.0762555834727925,0.9413388543823327,0.0485216661791579
Positive,1.75,1.0,linear,0.8159396681749623,0.03314826479809665,0.703225806451613,0.055498872690597584,0.7575673981191222,0.07733554289655059,0.8961581027667984,0.06346648771748944
Negative,1.75,1.0,linear,0.9019079662475888,0.029769624655000344,0.8387096774193548,0.04561979233461597,0.8403035661656352,0.04950335781793957,0.9751683501683501,0.020449522044609873
Positive,1.75,1.25,linear,0.8167890289760479,0.07271541588239562,0.7548387096774194,0.08559031717046192,0.9075527544351074,0.0353477709853719,0.7520421607378129,0.12383711905246529
Negative,1.75,1.25,linear,0.8711165974068434,0.044347320574057124,0.8,0.05549887269059759,0.8280206331510678,0.05896828702004078,0.9205757575757575,0.03888746685055818
Positive,1.75,1.5,linear,0.8482276177928352,0.04444587385479796,0.7870967741935484,0.05624385733600871,0.8945454545454545,0.06520153118924038,0.8095773791425966,0.05476651452160835
Negative,1.75,1.5,linear,0.880154794942954,0.031220179497342217,0.8129032258064516,0.05161290322580646,0.8684296379948554,0.07275100172042262,0.9012173913043477,0.06439387306622274
Positive,1.75,1.75,linear,0.7831645003982826,0.055020971679014416,0.7225806451612903,0.06948599751141295,0.8194574671974053,0.03317221732398838,0.7538995215311004,0.08427260923781986
Negative,1.75,1.75,linear,0.8975201465201466,0.019264444960764147,0.832258064516129,0.03160631926171845,0.8583260073260075,0.017446942972255554,0.9433076923076923,0.05555933977907217
Positive,1.75,2.0,linear,0.8399097356544164,0.046139390724154405,0.7677419354838709,0.06255070783763006,0.8949030679465462,0.039665217871049,0.7934149184149185,0.06608556050954509
Negative,1.75,2.0,linear,0.8540128652251415,0.021756389992444305,0.7741935483870968,0.04080358271185002,0.7931219005881674,0.043071950565591564,0.9274891774891774,0.021558267702144997
Positive,1.75,2.25,linear,0.8430301013242992,0.0662269385047749,0.7870967741935484,0.07241917522788271,0.9450534759358289,0.049505692377142696,0.764102564102564,0.08755574912289167
Negative,1.75,2.25,linear,0.8778869741022433,0.016648600578088833,0.8129032258064516,0.024139725075960936,0.8603703703703702,0.03940991359337883,0.8976886271623113,0.014968764997037176
Positive,1.75,2.5,linear,0.8272586872586872,0.08859470075091713,0.7870967741935484,0.0991115580370143,0.9091978609625668,0.06969980527714668,0.7670525127046866,0.12691434961049905
Negative,1.75,2.5,linear,0.8681608763906901,0.044183628408444836,0.7935483870967742,0.06642342026443224,0.8457126207126207,0.08153120438945712,0.9006416916416917,0.060149329912700486
Positive,1.75,2.75,linear,0.8213240418118467,0.028601213901525317,0.7548387096774194,0.043756967633066246,0.8481962481962482,0.057645334027185115,0.8035714285714286,0.06845393372980035
Negative,1.75,2.75,linear,0.8754787730695115,0.014194426868384081,0.8064516129032258,0.028852490032255377,0.8147236467236467,0.02190734919163688,0.9465367965367966,0.014958573630451104
Positive,1.75,3.0,linear,0.8635515548281505,0.04201330687757841,0.8064516129032258,0.04561979233461597,0.9064444444444444,0.0639691283567007,0.8286838282490457,0.057402389879650746
Negative,1.75,3.0,linear,0.8779601920628874,0.038814972127820084,0.8129032258064516,0.05549887269059759,0.8178684503901895,0.08067705479203684,0.954587555846137,0.026687112961824935
Positive,1.75,3.25,linear,0.8303991929876661,0.057332160989669874,0.767741935483871,0.06255070783763005,0.8892513368983958,0.04283699511025232,0.7815217391304348,0.07823327767599603
Negative,1.75,3.25,linear,0.8205057045945112,0.02876164198370293,0.7290322580645162,0.04375696763306625,0.7616263366263367,0.07198419818103757,0.9014866712235134,0.06446498252812043
Positive,2.0,0.5,linear,0.8385297581523996,0.022077335569238212,0.7225806451612902,0.032896900087695385,0.7225806451612902,0.032896900087695385,1.0,0.0
Negative,2.0,0.5,linear,0.8851448416812298,0.044648591391957225,0.8129032258064516,0.06888437581955684,0.8193655003999831,0.06648645473720399,0.9650519480519482,0.01768032146153959
Positive,2.0,0.75,linear,0.8293547674013823,0.03126002576157567,0.7096774193548387,0.04561979233461597,0.7392933947772657,0.056022362501693214,0.9501428571428571,0.038923030041014224
Negative,2.0,0.75,linear,0.8821679615242324,0.028011074846156957,0.8064516129032258,0.04080358271185008,0.8126071884692573,0.03764288644831516,0.9661428571428571,0.030568461508591938
Positive,2.0,1.0,linear,0.7295375597047329,0.04353619335478926,0.6,0.07795513531351338,0.6932002419842711,0.1417064808470174,0.8190249173658785,0.11925948340437016
Negative,2.0,1.0,linear,0.8856627657650676,0.043391395428929634,0.8258064516129032,0.05982979674513357,0.8455799373040753,0.07051482875035776,0.9386363636363637,0.07727272727272726
Positive,2.0,1.25,linear,0.8035533650178959,0.07286106502655762,0.7354838709677418,0.08751393526613249,0.8684317090680664,0.04966959651918001,0.7537671024627546,0.10737378314983155
Negative,2.0,1.25,linear,0.8851773549447968,0.06246638940753677,0.8258064516129032,0.07795513531351335,0.8292462657560108,0.08954375905089892,0.954900284900285,0.05510192472669881
Positive,2.0,1.5,linear,0.8370065969288076,0.059253440119696126,0.7741935483870968,0.07067387838776339,0.8775917065390748,0.0851635813198984,0.8092240482629499,0.0896168684341862
Negative,2.0,1.5,linear,0.8719792960662526,0.029839072449260057,0.8,0.04279515858523097,0.8153846153846154,0.04485347611419463,0.9392753623188407,0.03320517265221286
Positive,2.0,1.75,linear,0.8616521776096244,0.06082962395586297,0.8064516129032258,0.07901579815429606,0.9416879795396419,0.07360043273086425,0.7958117968987535,0.05978377588207264
Negative,2.0,1.75,linear,0.8668879429748995,0.03824456099504496,0.8,0.05161290322580645,0.8283333333333334,0.0622182538417072,0.9144019909237301,0.05621063689583263
Positive,2.0,2.0,linear,0.8483630669182377,0.02549878696142517,0.7870967741935484,0.03289690008769539,0.8696331738437003,0.050704922506655495,0.8297316017316018,0.019427583680549997
Negative,2.0,2.0,linear,0.8705970903284207,0.02053999801607336,0.8064516129032258,0.020401791355925045,0.8358927738927739,0.057026304191185845,0.9148278388278388,0.05313729619621962
Positive,2.0,2.25,linear,0.8231712059347004,0.05740760122494696,0.7548387096774193,0.06642342026443228,0.9235361130097972,0.06924571952975822,0.7511904761904761,0.08735207775163875
Negative,2.0,2.25,linear,0.8715198144916559,0.03663301751784279,0.7935483870967742,0.0562438573360087,0.8581661092530657,0.03858774480302182,0.8890901771336553,0.06892433999915747
Positive,2.0,2.5,linear,0.8107567368032484,0.05627055948798398,0.7548387096774194,0.05982979674513358,0.8911278195488721,0.03567485841975166,0.7471061547148504,0.08119241222451486
Negative,2.0,2.5,linear,0.8779390905298289,0.04612959125914756,0.8064516129032258,0.07355970484510566,0.8283756613756614,0.08397541769050068,0.9405507246376811,0.0346301489597031
Positive,2.0,2.75,linear,0.8253336948989123,0.06471321342107217,0.7806451612903226,0.07184212081070994,0.9282352941176472,0.05362090865925398,0.7532467532467533,0.11232077044384234
Negative,2.0,2.75,linear,0.8661189054937536,0.038579355391893264,0.8064516129032258,0.04997397866074086,0.8404134995439343,0.06265624438397722,0.8975550536420102,0.04775570223281836
Positive,2.0,3.0,linear,0.8562798989628257,0.05430190984157979,0.8064516129032258,0.06120537406777508,0.9668650793650795,0.02746134964570788,0.7714046822742475,0.07866217891838495
Negative,2.0,3.0,linear,0.8416849816849817,0.03855210860670685,0.7612903225806452,0.056243857336008674,0.7687645687645688,0.06245857700511422,0.9344260651629073,0.03671695313333379
Positive,2.0,3.25,linear,0.8694155885080445,0.01586187617198387,0.8193548387096774,0.025806451612903254,0.9416746411483252,0.04387703294758452,0.8089262187088273,0.018249121199142536
Negative,2.0,3.25,linear,0.8681619746071572,0.059082994018139386,0.8129032258064516,0.06579380017539076,0.817056695317565,0.09151841865921609,0.9337722462722462,0.04693133580084293
Positive,2.25,0.5,linear,0.8580491764406188,0.0505766355687653,0.7548387096774194,0.07795513531351336,0.779846390168971,0.07477548602077401,0.959077878643096,0.04773873181671641
Negative,2.25,0.5,linear,0.89710501966624,0.048276320531738866,0.832258064516129,0.06888437581955684,0.8167487684729065,0.0763284556905137,1.0,0.0
Positive,2.25,0.75,linear,0.8068093128559276,0.03247573861460742,0.6774193548387096,0.04561979233461598,0.7122102747909199,0.07152396979906646,0.9422827172827173,0.051150788736159886
Negative,2.25,0.75,linear,0.8395767195767195,0.03470899470899474,0.7419354838709677,0.04561979233461596,0.7352070201458412,0.05065258681388889,0.9813852813852814,0.022808553891462326
Positive,2.25,1.0,linear,0.785792590388335,0.06355283777257893,0.6516129032258065,0.08510261908563173,0.6635076010381905,0.07701073697484506,0.9691876750700279,0.039455051790832515
Negative,2.25,1.0,linear,0.9031406224802453,0.03656813627661681,0.8451612903225806,0.06255070783763003,0.8520518586860417,0.06475369889377978,0.9647891963109355,0.03373997512483144
Positive,2.25,1.25,linear,0.7747373695486903,0.05100082171395502,0.664516129032258,0.06642342026443228,0.7441945930061035,0.11414043241421042,0.8473210364514714,0.13693857722472105
Negative,2.25,1.25,linear,0.8714664446577677,0.06952953135925262,0.8064516129032258,0.09569288370446016,0.8213369963369963,0.1115895754935324,0.9360877192982457,0.025150063622493092
Positive,2.25,1.5,linear,0.8040806489374888,0.07780925121654961,0.7225806451612904,0.12172878880073036,0.868095238095238,0.1718354958724284,0.7756486267355833,0.06189940700625915
Negative,2.25,1.5,linear,0.8808722493430755,0.04407285793809583,0.8193548387096774,0.05982979674513357,0.8276167471819645,0.06758701767335981,0.9458629181649776,0.04241879575083755
Positive,2.25,1.75,linear,0.8310691041744394,0.021024481103940208,0.767741935483871,0.0129032258064516,0.9369183829138062,0.01989229874412057,0.7476645962732918,0.03379812623026352
Negative,2.25,1.75,linear,0.8894592619656558,0.022329093231927017,0.8258064516129032,0.032896900087695406,0.8461945461945461,0.03810383587827037,0.9394268774703558,0.03510253316638072
Positive,2.25,2.0,linear,0.7881825030605518,0.061841701895488856,0.7419354838709677,0.07067387838776336,0.8922875816993464,0.07866023254607539,0.709582784365393,0.06853553726901851
Negative,2.25,2.0,linear,0.8793640644663663,0.020070088951018587,0.8064516129032258,0.03533693919388169,0.8480848861283643,0.055573716752571,0.9175999121651296,0.033285787297472884
Positive,2.25,2.25,linear,0.795698346663352,0.04419764343939817,0.7225806451612904,0.043756967633066246,0.8833357904565335,0.030514850684807214,0.7245625823451911,0.05401084486521987
Negative,2.25,2.25,linear,0.8888511926509735,0.028302903669906065,0.8258064516129032,0.04375696763306625,0.8564102564102564,0.07755569768112765,0.9327891963109354,0.05459756849278285
Positive,2.25,2.5,linear,0.843579271441237,0.053801130341552615,0.8,0.055498872690597584,0.9189473684210526,0.0751434454634726,0.7813478260869566,0.04897559285656657
Negative,2.25,2.5,linear,0.8769727039752071,0.018394426705914332,0.8064516129032258,0.028852490032255377,0.8429088319088318,0.02175751299757199,0.9144927536231885,0.026412024592184936
Positive,2.25,2.75,linear,0.8179802036863866,0.0546278472103374,0.7612903225806452,0.06642342026443226,0.916969696969697,0.06076880506152184,0.7450781102955016,0.08616670683171652
Negative,2.25,2.75,linear,0.8843331237315566,0.05506858610534053,0.8193548387096774,0.07795513531351339,0.8504472049689442,0.11053576697624604,0.9351727982162764,0.040708598772638466
Positive,2.25,3.0,linear,0.8068434095542758,0.06654345246192955,0.7612903225806451,0.06948599751141296,0.9194838056680161,0.05180772596282273,0.7270512645249487,0.10532670651009997
Negative,2.25,3.0,linear,0.8872518323489645,0.01968239770061411,0.8258064516129032,0.02580645161290325,0.8702995169082124,0.028317032430239003,0.9061304347826088,0.03256878717300667
Positive,2.25,3.25,linear,0.8101991651075476,0.06274568650499879,0.7483870967741935,0.08006241061929584,0.9409442724458204,0.039692829434645124,0.715018315018315,0.08688039314504668
Negative,2.25,3.25,linear,0.8507451514893376,0.04186378409126368,0.7806451612903226,0.04740947889257763,0.7840659340659342,0.06929796436688941,0.9352355247092088,0.04189450806060867
Positive,2.5,0.5,linear,0.8178415810768753,0.06489515385556273,0.6967741935483871,0.0903225806451613,0.714571746384872,0.08561922481078149,0.9629473684210528,0.046077857752604465
Negative,2.5,0.5,linear,0.8829442888266417,0.04249960653764896,0.8129032258064516,0.06255070783763005,0.8225885225885227,0.07093623042231341,0.9570349650349652,0.02891330941103669
Positive,2.5,0.75,linear,0.8448223733938021,0.05803755833280812,0.735483870967742,0.08262095790235931,0.735483870967742,0.08262095790235931,1.0,0.0
Negative,2.5,0.75,linear,0.8710162935775141,0.051346140619513495,0.7935483870967742,0.07523808896574578,0.7930877296394538,0.08854103747169677,0.9736120401337793,0.02185418486040597
Positive,2.5,1.0,linear,0.7848792276905483,0.045079253468110626,0.6580645161290322,0.06948599751141298,0.7213274008157211,0.14541152821584116,0.9074089068825911,0.11435850296292499
Negative,2.5,1.0,linear,0.9120040843525388,0.047800996052134594,0.8580645161290322,0.06948599751141295,0.8616402116402115,0.09587383346416631,0.9774928774928775,0.01838434849561446
Positive,2.5,1.25,linear,0.8147134778736052,0.045488580331098795,0.7290322580645161,0.05982979674513357,0.8540552995391705,0.09589302583254619,0.7996521739130434,0.11465816706236881
Negative,2.5,1.25,linear,0.8643662879416812,0.05583538571308704,0.7935483870967741,0.07795513531351338,0.8048241758241759,0.066373175167668,0.9351844532279315,0.050711710619436454
Positive,2.5,1.5,linear,0.7816738182452468,0.03770331323606815,0.6774193548387097,0.07067387838776336,0.8040896358543417,0.15839899985822503,0.8075039872408294,0.12308539049942167
Negative,2.5,1.5,linear,0.9047865140888396,0.043994280186049735,0.8516129032258064,0.06321263852343684,0.8765291005291005,0.07377729360215354,0.9396726461943853,0.03823826943174107
Positive,2.5,1.75,linear,0.8176282977940312,0.08228883867453779,0.7548387096774193,0.08798826901281197,0.9553571428571429,0.02468623970634252,0.7215373467112597,0.11620088826354348
Negative,2.5,1.75,linear,0.9054060076304863,0.019301246034807505,0.8451612903225806,0.031606319261718425,0.8590993221338049,0.03780514645314691,0.9595244755244755,0.03519072337406276
Positive,2.5,2.0,linear,0.833606160591413,0.042207999620016264,0.7806451612903226,0.04279515858523096,0.9040463458110517,0.06348102892836997,0.7746336996336997,0.037010841098431516
Negative,2.5,2.0,linear,0.9031280624137766,0.042714683294826014,0.8451612903225806,0.06255070783763005,0.8684151404151403,0.044245797396570356,0.9411143317230273,0.04518584215769385
Positive,2.5,2.25,linear,0.8509728840035015,0.07093422180119113,0.7870967741935484,0.09259806512520855,0.897364953886693,0.10170139015227114,0.8113333333333334,0.049152822909778036
Negative,2.5,2.25,linear,0.8814450690639404,0.03950042337792764,0.8193548387096774,0.05241315099765136,0.8207989417989416,0.05023134631509796,0.9535610766045549,0.040862852144480225
Positive,2.5,2.5,linear,0.8149531954183118,0.03920529057440894,0.7483870967741936,0.055498872690597584,0.9069068392907402,0.03266337285979668,0.7459306780176345,0.07665049269441998
Negative,2.5,2.5,linear,0.8838810024828263,0.05446414579003778,0.8193548387096774,0.08559031717046191,0.8321894852329634,0.07856393876702585,0.945812158855637,0.033099783207979336
Positive,2.5,2.75,linear,0.852008281573499,0.03373849416650889,0.8064516129032258,0.040803582711850056,0.9014181286549707,0.04051632535948204,0.8123376623376624,0.06711911459440284
Negative,2.5,2.75,linear,0.8596564496482462,0.02846120896802205,0.7870967741935484,0.038709677419354833,0.802095238095238,0.03887021255455494,0.9286836062488236,0.045864692346752785
Positive,2.5,3.0,linear,0.7685270085783564,0.04768011509556608,0.7096774193548387,0.057704980064510705,0.9169865841073271,0.0483797729618163,0.6657188029361942,0.07132078778873317
Negative,2.5,3.0,linear,0.8677503640524235,0.04378670377482581,0.8,0.05913000896717212,0.8298999071892625,0.09018807359064437,0.9214612618502779,0.06397328436444508
Positive,2.5,3.25,linear,0.8121758482058625,0.07526611668552684,0.7483870967741936,0.09655890030384366,0.8918138036713887,0.05378316794148408,0.7470052700922267,0.09047691007843134
Negative,2.5,3.25,linear,0.8790582314413324,0.026674100892522083,0.8129032258064516,0.03761904448287292,0.8377650127650128,0.06425117259626266,0.9297705627705628,0.03396073297713657
Positive,2.75,0.5,linear,0.8146469002695417,0.05014479684117085,0.6903225806451612,0.07241917522788273,0.6944086021505376,0.06840062083087928,0.99,0.020000000000000018
Negative,2.75,0.5,linear,0.8737166481527383,0.05889917935656725,0.7935483870967742,0.09259806512520855,0.7861904173361348,0.09544540383804184,0.9904761904761905,0.019047619047619067
Positive,2.75,0.75,linear,0.8131434488495065,0.05707721321568251,0.6967741935483871,0.07795513531351339,0.7664194784328265,0.11701952343054647,0.9092592592592592,0.14349163428007788
Negative,2.75,0.75,linear,0.8475078081547084,0.0447158969684591,0.7483870967741936,0.06255070783763003,0.7688378033205618,0.06511656789572787,0.9474848484848485,0.019551819494522064
Positive,2.75,1.0,linear,0.850272446213798,0.042674695186366234,0.7419354838709677,0.06451612903225806,0.7826023624132634,0.06433546105331561,0.9353479853479854,0.03884165902362363
Negative,2.75,1.0,linear,0.9041740680392769,0.024695995855901546,0.8387096774193548,0.04561979233461597,0.8504032110928662,0.039771968427693385,0.9669710144927537,0.03023871975187976
Positive,2.75,1.25,linear,0.8246254788182197,0.05907134165578396,0.7419354838709676,0.08411874071229225,0.8911082693947143,0.1183682860888926,0.7909585921325052,0.11478511554718174
Negative,2.75,1.25,linear,0.8755993543662524,0.011918160596323541,0.8,0.024139725075960926,0.8150324418711514,0.026403627230331513,0.9477225672877847,0.03162013322836702
Positive,2.75,1.5,linear,0.8198381040212617,0.04544512605050796,0.7419354838709677,0.08160716542370008,0.8335769090244793,0.12033152317053787,0.8289993759101311,0.07519872892013825
Negative,2.75,1.5,linear,0.867952703282689,0.0374074332704739,0.8,0.05549887269059759,0.8050981176078628,0.0631546500913076,0.9448828659263441,0.016685643423086784
Positive,2.75,1.75,linear,0.8238509726208563,0.03557555900047041,0.767741935483871,0.03761904448287287,0.9287886382623224,0.03970329141259551,0.7471063429324298,0.07527953790672823
Negative,2.75,1.75,linear,0.8972070879633904,0.03624590650475364,0.8387096774193548,0.05397806622800487,0.8346985542637715,0.051410668247366405,0.9722943722943722,0.03658969109803541
Positive,2.75,2.0,linear,0.8215076819325443,0.011352108817390088,0.7741935483870968,0.03533693919388169,0.8839495798319327,0.04177020067669908,0.7693913929208046,0.026187031354545087
Negative,2.75,2.0,linear,0.8895816246120196,0.03602628081567514,0.8258064516129032,0.05241315099765136,0.8501098901098901,0.08789381678263683,0.941958041958042,0.040691850422310945
Positive,2.75,2.25,linear,0.8319819866274771,0.054490201222292596,0.767741935483871,0.07184212081070994,0.9095203248763621,0.034876814469842726,0.7712450592885376,0.08678217440081729
Negative,2.75,2.25,linear,0.8618484776317086,0.03594410255241941,0.7935483870967742,0.048279450151921824,0.8132266284440197,0.0379773276303481,0.9206694271911664,0.0646785012124958
