Keywords,Alpha,C,kernel,Average_F1,StDv_F1,Average_Accuracy,StDv_Accuracy,Average_Precision,StDv_Precision,Average_Recall,StDv_Recall
Negative,2.0,3.25,linear,0.8403547901373989,0.03402841636542772,0.7666666666666667,0.044721359549995836,0.827943722943723,0.08982169963908837,0.8694483294483295,0.08276512233145672
Positive,2.25,1.0,linear,0.754160863291298,0.09910235359280326,0.62,0.13349989596333858,0.6713419913419914,0.1726724516720166,0.9117210567210566,0.07400285290065663
Negative,2.25,1.0,linear,0.8973933747412008,0.07810568950678792,0.8466666666666667,0.10349449797506682,0.8786380286380288,0.11811067412701841,0.9280844155844156,0.06712157944341375
Positive,2.25,1.25,linear,0.8139772619955685,0.09203522786727274,0.7266666666666666,0.14126413400278062,0.8409249084249083,0.17485754035159742,0.8371289821289821,0.14367266810424384
Negative,2.25,1.25,linear,0.8605162857737229,0.04945712465899089,0.8,0.07302967433402217,0.8606818181818182,0.06061974277376766,0.8678030303030303,0.08734243980238705
Positive,2.25,1.5,linear,0.8268651604598569,0.0761937966963399,0.76,0.09521904571390469,0.8885930735930737,0.07024680458665147,0.7826515151515151,0.10783283942303891
Negative,2.25,1.5,linear,0.8234104156712855,0.09904464477200713,0.74,0.12454361128179603,0.7610656010656011,0.12932117541176502,0.9061111111111112,0.07932780870897607
Positive,2.25,1.75,linear,0.8800779617026755,0.057726672024817044,0.8266666666666668,0.07423685817106698,0.9553030303030303,0.04474830128976474,0.8244172494172494,0.0986481763155243
Negative,2.25,1.75,linear,0.8397716808848859,0.07376898530331305,0.7733333333333333,0.08000000000000003,0.8327339327339327,0.08018641933922017,0.8580375180375182,0.11229811046256752
Positive,2.25,2.0,linear,0.8371880739397902,0.07779888231947955,0.7799999999999999,0.10349449797506685,0.9229545454545454,0.09053588165897869,0.7818414918414919,0.1241101898789034
Negative,2.25,2.0,linear,0.9078389694041868,0.05488377040381413,0.86,0.07571877794400365,0.8835814185814186,0.07026759499613532,0.9364646464646466,0.056488403234917245
Positive,2.25,2.25,linear,0.7680747339362901,0.0907153351822842,0.6933333333333332,0.0997775303139718,0.9086111111111113,0.080358475395575,0.6748301698301699,0.11385173129221927
Negative,2.25,2.25,linear,0.8624146395176144,0.07778404737148226,0.8,0.10327955589886446,0.8383805083805085,0.0846047832877796,0.8977272727272727,0.11367726536628607
Positive,2.25,2.5,linear,0.7776199945341148,0.09537749682453131,0.74,0.10519822558706336,0.8857142857142858,0.12391364669290744,0.7126515151515151,0.12634131134087337
Negative,2.25,2.5,linear,0.8780790513833991,0.08122550471958095,0.8133333333333332,0.1185092588975412,0.8495726495726496,0.12356453932292018,0.9225330225330225,0.08285032893137566
Positive,2.25,2.75,linear,0.859059106416086,0.07677627741460924,0.8133333333333335,0.09333333333333335,0.9461868686868687,0.054426362929526705,0.793126873126873,0.10825916029776628
Negative,2.25,2.75,linear,0.9007466698310689,0.057098206754853775,0.8533333333333333,0.07180219742846006,0.860987345987346,0.09493104798757232,0.9539238539238539,0.06193144633620513
Positive,2.25,3.0,linear,0.8388133509003074,0.07556384809788494,0.7666666666666666,0.10000000000000003,0.9162626262626261,0.07109518301871402,0.7801770451770451,0.10590087179938654
Negative,2.25,3.0,linear,0.8665515991763133,0.061297453059403983,0.7999999999999999,0.07302967433402217,0.8221145521145521,0.09834410321161967,0.9246406371406373,0.057097670436529926
Positive,2.25,3.25,linear,0.8435456229506573,0.08410601101092981,0.7866666666666666,0.10241527663824812,0.9176082251082252,0.04459478718564936,0.7893939393939394,0.1258287494832185
Negative,2.25,3.25,linear,0.870641002526586,0.07369982005716559,0.8,0.10327955589886446,0.8276556776556777,0.1053415787177044,0.9258780108780108,0.07182202479247823
Positive,2.5,1.0,linear,0.827620100206307,0.06532238212369747,0.7133333333333333,0.09910712498212339,0.7442857142857143,0.12749194096623467,0.9614285714285714,0.08760998917978265
Negative,2.5,1.0,linear,0.8584948979232101,0.07809781771896605,0.7933333333333333,0.09165151389911684,0.8105389055389056,0.09738500468224569,0.9275,0.10580708335876615
Positive,2.5,1.25,linear,0.8521819629645716,0.073102891872096,0.7733333333333332,0.11234866364235147,0.8580880230880229,0.13595481618216998,0.877062937062937,0.11413960412252985
Negative,2.5,1.25,linear,0.8698018432114543,0.08210245695717469,0.8066666666666666,0.12454361128179606,0.8073976023976025,0.1281575518043044,0.9561965811965812,0.058135760087234145
Positive,2.5,1.5,linear,0.8091843995731465,0.06808660112060516,0.7266666666666667,0.07571877794400368,0.8787626262626264,0.08077575505581015,0.755917970917971,0.09144868573728608
Negative,2.5,1.5,linear,0.8910039644924556,0.07915304134018773,0.8400000000000002,0.09977753031397178,0.8580519480519481,0.11758283423290317,0.9340825840825839,0.046429024472806585
Positive,2.5,1.75,linear,0.8123048926664487,0.09536357468679178,0.74,0.10519822558706335,0.8849567099567099,0.11805871242349437,0.7687423687423688,0.1311989959045546
Negative,2.5,1.75,linear,0.879457948348503,0.06418100451829867,0.8133333333333332,0.08844332774281069,0.8044005994005994,0.10421156865072824,0.9816666666666667,0.03685557397915997
Positive,2.5,2.0,linear,0.8211789986086663,0.062382894430600945,0.7866666666666666,0.04988876515698592,0.9193181818181818,0.0854947169291389,0.7574358974358972,0.11454369894085768
Negative,2.5,2.0,linear,0.8907521367521369,0.07676211839991998,0.8266666666666665,0.10413666234542207,0.8495054945054946,0.12138906340194498,0.951165501165501,0.05281199461410979
Positive,2.5,2.25,linear,0.8467340208810796,0.09353543589849857,0.8066666666666666,0.09637888196533975,0.922564935064935,0.10951729924784523,0.7941452991452992,0.1250889157059619
Negative,2.5,2.25,linear,0.8796322544557839,0.06400053829765791,0.8200000000000001,0.08459051693633016,0.834010989010989,0.09893962246602334,0.9385042735042735,0.0557539029923674
Positive,2.5,2.5,linear,0.8422350982350982,0.10357711249426585,0.8133333333333332,0.10666666666666669,0.9442918192918193,0.08706659652425552,0.7819458319458319,0.1603677949009902
Negative,2.5,2.5,linear,0.8754914273792995,0.07047579440067073,0.82,0.09451631252505219,0.8103729603729602,0.11133962542697225,0.9637662337662338,0.06343315022242842
Positive,2.5,2.75,linear,0.8204731341257119,0.07998053173741507,0.7733333333333333,0.09043106644167026,0.9054365079365081,0.06836232861964862,0.7563908313908314,0.10666810209632611
Negative,2.5,2.75,linear,0.889894755629704,0.16138984124097353,0.8666666666666668,0.14907119849998596,0.8579487179487181,0.18455465525368192,0.9314646464646466,0.11856797182399155
Positive,2.5,3.0,linear,0.8518792148459667,0.07802186595979897,0.8133333333333332,0.08844332774281069,0.9260317460317461,0.08925999629607606,0.7951515151515152,0.0934439525498355
Negative,2.5,3.0,linear,0.8729015766841854,0.05554272476128455,0.7933333333333333,0.0866666666666667,0.8360972360972362,0.1012650180022079,0.9254811854811855,0.06895474939152901
Positive,2.5,3.25,linear,0.820690603514133,0.10783148120730039,0.7799999999999999,0.10349449797506685,0.8928030303030303,0.08267734229698562,0.7732473082473083,0.14806341433321207
Negative,2.5,3.25,linear,0.8817735308170092,0.06277083746554687,0.8133333333333335,0.09333333333333335,0.8239926739926741,0.0936368633309317,0.9546814296814297,0.04604180783021712
Positive,2.75,1.0,linear,0.8024146766023195,0.07637204968484497,0.6866666666666666,0.08969082698049143,0.736904761904762,0.10543748618050174,0.9112665112665113,0.14203514695731395
Negative,2.75,1.0,linear,0.9026615535494255,0.0695897974943113,0.8533333333333333,0.10241527663824812,0.8593772893772893,0.12071433434313658,0.9630147630147631,0.04594854388003236
Positive,2.75,1.25,linear,0.8274914779262605,0.10903662671768541,0.7466666666666667,0.15434449203720302,0.8538095238095238,0.1937814417469663,0.8381562881562882,0.10463032969727677
Negative,2.75,1.25,linear,0.8984236343366778,0.05587262653154703,0.8399999999999999,0.08537498983243798,0.851989676989677,0.07748049468446065,0.9551515151515153,0.058474641910459556
Positive,2.75,1.5,linear,0.8844903568759405,0.07731945223251359,0.8466666666666667,0.09451631252505217,0.9308621933621934,0.07976948529884634,0.8537626262626261,0.11415909233351497
Negative,2.75,1.5,linear,0.9234396135265701,0.047629045455956955,0.8800000000000001,0.07180219742846006,0.8818181818181818,0.07731212693149414,0.9741258741258741,0.03968801013611947
Positive,2.75,1.75,linear,0.7647080044138868,0.08735984414517874,0.7133333333333333,0.09910712498212339,0.9311507936507937,0.07011608315613456,0.6604953379953381,0.12656788991934448
Negative,2.75,1.75,linear,0.8631714179540267,0.07171339451723838,0.7933333333333333,0.09637888196533975,0.8426484626484626,0.08519163193131497,0.8947863247863248,0.09912647183454636
Positive,2.75,2.0,linear,0.8724746847355543,0.10112054197627225,0.8266666666666668,0.12364824660660942,0.927878787878788,0.08756264974778911,0.832007437007437,0.13077216488659327
Negative,2.75,2.0,linear,0.9517112682974753,0.040062538462128296,0.9200000000000002,0.06531972647421808,0.9547619047619047,0.058988065205893093,0.9520879120879121,0.05258261853051042
Positive,2.75,2.25,linear,0.8289453172573378,0.06606379434096839,0.7933333333333333,0.06289320754704406,0.9458333333333332,0.0875,0.7526023976023976,0.1106593646716172
Negative,2.75,2.25,linear,0.939128364389234,0.04894795314532096,0.9066666666666668,0.07423685817106694,0.9303896103896104,0.0788586214919919,0.9543939393939395,0.06121080856678375
Positive,2.75,2.5,linear,0.868511633294242,0.07224274505870572,0.8333333333333334,0.08563488385776753,0.9475324675324673,0.07029130049502932,0.8082459207459207,0.09918514639480726
Negative,2.75,2.5,linear,0.8863766123697474,0.048338274967816196,0.8333333333333334,0.06146362971528592,0.8322344322344323,0.087171963184184,0.9558719058719058,0.045189510174421216
Positive,2.75,2.75,linear,0.8091681699793154,0.08856360576752645,0.7533333333333333,0.10770329614269011,0.9326251526251527,0.0732703655773818,0.720989010989011,0.11475035511889163
Negative,2.75,2.75,linear,0.8767908859423104,0.04112218765869799,0.8066666666666666,0.055377492419453854,0.8075141525141525,0.06523787165529517,0.9656410256410257,0.05647082994881941
Positive,2.75,3.0,linear,0.8129984381242963,0.11815481304754186,0.7599999999999999,0.1339983416149452,0.8853535353535353,0.08828219263345115,0.7611383061383061,0.1512185550078036
Negative,2.75,3.0,linear,0.8768935106761194,0.08304954820063529,0.8133333333333332,0.1185092588975412,0.8417998667998668,0.13100039072563183,0.9266955266955266,0.05591881947522781
Positive,2.75,3.25,linear,0.8103998662081849,0.07889643352657165,0.7533333333333333,0.1077032961426901,0.8955122655122656,0.06752143252610697,0.7582323232323231,0.1386225269538965
Negative,2.75,3.25,linear,0.8475150019063065,0.06807739331491952,0.76,0.09521904571390469,0.7794322344322344,0.0970786522143166,0.9368253968253969,0.05392411827392319
Positive,3.0,1.0,linear,0.7737959866220735,0.04558763063326938,0.6333333333333333,0.061463629715285906,0.6656776556776557,0.06631656451186202,0.9351515151515153,0.06984437639925313
Negative,3.0,1.0,linear,0.8240101010101009,0.0554790667206972,0.7266666666666666,0.0813770374382247,0.7699400599400599,0.09241494938208915,0.9043317793317793,0.09714713231002661
Positive,3.0,1.25,linear,0.8439653437153772,0.06814971236385015,0.7733333333333334,0.0997775303139718,0.8453296703296704,0.13353648031062457,0.8790404040404042,0.13153366291233123
Negative,3.0,1.25,linear,0.9165201288244766,0.06360661833538989,0.8666666666666668,0.09888264649460884,0.8794688644688644,0.10132997859195411,0.9650000000000001,0.043108390521258554
Positive,3.0,1.5,linear,0.8005561251613884,0.11862084182407509,0.7666666666666666,0.11254628677422757,0.9616258741258742,0.06314608114281554,0.7125380175380176,0.17732593069826866
Negative,3.0,1.5,linear,0.8811996345039823,0.058353896126509035,0.8133333333333332,0.08326663997864533,0.8485564435564437,0.08768754372910777,0.9215068265068267,0.04950934682439891
Positive,3.0,1.75,linear,0.8120135036886955,0.10900074685657588,0.7533333333333333,0.1194431524477928,0.9277597402597403,0.08646138033885135,0.7468342768342768,0.16838787168884198
Negative,3.0,1.75,linear,0.901099271099271,0.050216506763336104,0.8400000000000002,0.08000000000000002,0.85009657009657,0.08242148273464836,0.9651515151515151,0.04274768478686633
Positive,3.0,2.0,linear,0.8329481792717086,0.048210278135034014,0.7866666666666666,0.0653197264742181,0.92979797979798,0.08067025809913746,0.7654836829836831,0.09643795721204587
Negative,3.0,2.0,linear,0.887568243350852,0.04411326305282534,0.8266666666666668,0.06110100926607789,0.832990342990343,0.06800040318223079,0.9562820512820511,0.05612530008529749
Positive,3.0,2.25,linear,0.8335449521238996,0.07577000098476093,0.78,0.09451631252505219,0.901474358974359,0.08000386078509952,0.7824952824952824,0.10134129082758264
Negative,3.0,2.25,linear,0.8808492377188031,0.07550580534840326,0.82,0.09910712498212339,0.8412870462870463,0.11426031995856699,0.9358333333333333,0.06852108353557237
Positive,3.0,2.5,linear,0.888710214270855,0.0830830726308665,0.8400000000000001,0.12364824660660939,0.9486868686868688,0.05159985114612459,0.8458241758241758,0.13080959453396004
Negative,3.0,2.5,linear,0.8917390580434059,0.06305600169378897,0.8266666666666668,0.0997775303139718,0.8436863136863136,0.10167924283983734,0.9550349650349652,0.06084482732232232
Positive,3.0,2.75,linear,0.8367205499814195,0.07794373910780444,0.7933333333333333,0.1008849730028104,0.9263578088578088,0.07816914767267161,0.7704995004995006,0.10289436686964198
Negative,3.0,2.75,linear,0.904041218041218,0.04251463872611399,0.8533333333333333,0.06531972647421809,0.8587662337662337,0.08465400673910937,0.9631410256410258,0.04673885829184022
Positive,3.0,3.0,linear,0.8535666298972261,0.08211210077198951,0.8066666666666666,0.09637888196533975,0.9275,0.06562202374203344,0.802074592074592,0.12419590263336364
Negative,3.0,3.0,linear,0.8736746956746959,0.0644038423914011,0.8066666666666669,0.09165151389911681,0.8233183483183483,0.08367190875108713,0.9355905205905206,0.059197792941704325
Positive,3.0,3.25,linear,0.8125066746119376,0.0919737901096478,0.7999999999999999,0.05163977794943226,0.896940836940837,0.0982033844855879,0.7473376623376623,0.10332940006696392
Negative,3.0,3.25,linear,0.9405209549328545,0.04549199129665163,0.9066666666666666,0.06798692684790378,0.940897435897436,0.07154363091331298,0.947056277056277,0.06950931959648497
