Word_ID,Word,Positive_Entropy,Negative_Entropy
149,谷,0.20177886003174964,0.20373657604562426
150,购物,0.159905963294293,0.0
151,赞,0.159905963294293,0.0
152,赤坂,0.0,0.12854346771795822
153,走,0.10088943001587482,0.12854346771795822
154,距离,0.0,0.12854346771795822
155,边,0.3490200841832122,0.12854346771795822
156,过,0.20177886003174964,0.0
157,近,0.3198119265885861,0.12854346771795822
158,还,0.4407377478340074,0.29846868910857394
159,还可以,0.159905963294293,0.0
160,还是,0.10088943001587482,0.12854346771795822
161,还算,0.10088943001587482,0.0
162,这,0.28323243793865244,0.25708693543591643
163,这个,0.159905963294293,0.0
164,远,0.159905963294293,0.0
165,选择,0.22716558330487627,0.0
166,都,0.3490200841832122,0.36086713679636284
167,酒店,0.5318818205778629,0.49517112596662666
168,里,0.159905963294293,0.0
169,银座,0.10088943001587482,0.0
170,问题,0.10088943001587482,0.0
171,附近,0.10088943001587482,0.0
172,陈旧,0.0,0.12854346771795822
173,需要,0.0,0.19563391493420734
174,非常,0.34486991832339686,0.0
175,风景,0.10088943001587482,0.0
176,饭,0.2607953933101678,0.12854346771795822
177,高,0.20177886003174964,0.12854346771795822
178,高的,0.159905963294293,0.0
