suffer : 14,disappointing view : 0,disappointing bathroom : 0,camping : 0,remind : 2,worst experience : 11,claustrophobic feel : 0
disappointing stay : 13,disappointing way : 0,disappointing breakfast : 0,claim : 0,ridiculous amount : 2,blanket : 10,claustrophobic person : 0
gotemba : 13,disappointment : 0,disappointing buffet : 0,claustrophobic : 0,sharp : 2,dusty room : 10,claustrophobic room : 0
terrible breakfast : 13,disturb : 0,disappointing choice : 0,claustrophobic feel : 0,stale smoke : 2,hotspot : 10,confuse : 0
existent : 12,dog : 0,disappointing dinner : 0,claustrophobic person : 0,terrible connection : 2,outdated hotel : 10,correct amount : 0
joke : 12,drain : 0,disappointing experience : 0,claustrophobic room : 0,terrible experience : 2,pricey food : 10,correct breakfast : 0
minor problem : 12,dresser : 0,disappointing fact : 0,correct amount : 0,terrible stay : 2,social : 10,correct bus : 0
social : 12,drunk : 0,disappointing food : 0,correct breakfast : 0,uncomfortable pillow : 2,stale smoke : 10,correct exit : 0
sticky : 12,drunk man : 0,disappointing gym : 0,correct bus : 0,wet towel : 2,existent : 9,correct hotel : 0
mediocre breakfast : 11,drunk person : 0,disappointing hotel : 0,correct exit : 0,worst part : 2,folk : 9,correct information : 0
ball : 10,dusty : 0,disappointing location : 0,correct hotel : 0,worst service : 2,mediocre breakfast : 9,correct location : 0
dresser : 10,dusty area : 0,disappointing lounge : 0,correct information : 0,accord : 0,minor point : 9,correct number : 0
folk : 10,dusty carpet : 0,disappointing meal : 0,correct location : 0,accurate information : 0,minor problem : 9,correct order : 0
hotspot : 10,dusty room : 0,disappointing place : 0,correct number : 0,accurate reviews : 0,poor location : 9,correct password : 0
minor inconvenience : 10,duvet : 0,disappointing point : 0,correct order : 0,advanced book : 0,ball : 8,correct place : 0
minor point : 10,electrical : 0,disappointing pool : 0,correct password : 0,advanced reservation : 0,joke : 8,correct price : 0
outdated hotel : 10,electrical appliance : 0,disappointing quality : 0,correct place : 0,advanced toilet : 0,minor inconvenience : 8,correct room : 0
pricey food : 10,electrical equipment : 0,disappointing recommendation : 0,correct price : 0,affair : 0,pricey buffet : 8,correct service : 0
soundproofing : 10,electrical outlet : 0,disappointing restaurant : 0,correct room : 0,annoying habit : 0,camping : 7,correct spelling : 0
terrible wifi : 10,electrical point : 0,disappointing room : 0,correct service : 0,annoying noise : 0,not smallest : 7,correct time : 0
worst service : 10,electrical socket : 0,disappointing selection : 0,correct spelling : 0,annoying part : 0,poor connection : 7,correct way : 0
camping : 9,electrical store : 0,disappointing service : 0,correct time : 0,annoying room : 0,poor skill : 7,cottage : 0
funny smell : 9,european : 0,disappointing stay : 0,cottage : 0,annoying wifi : 0,terrible experience : 7,cramped area : 0
horrible room : 9,exciting : 0,disappointing view : 0,cramped area : 0,awkward bathroom : 0,terrible wifi : 7,cramped bathroom : 0
not worst : 9,exciting area : 0,disappointing way : 0,cramped bathroom : 0,awkward bit : 0,uncomfortable mattress : 7,cramped bedroom : 0
poor connection : 9,exciting breakfast : 0,disappointment : 0,cramped bedroom : 0,awkward configuration : 0,weird smell : 7,cramped feel : 0
poor hotel : 9,exciting elevator : 0,dog : 0,cramped feel : 0,awkward layout : 0,worst service : 7,cramped hotel : 0
poor location : 9,exciting nothing : 0,drain : 0,cramped hotel : 0,awkward position : 0,bare foot : 6,cramped lobby : 0
pricey buffet : 9,exciting part : 0,dresser : 0,cramped lobby : 0,awkward shower : 0,correct exit : 6,cramped quarters : 0
terrible experience : 9,exciting place : 0,drunk : 0,cramped quarters : 0,awkward situation : 0,crap : 6,cramped size : 0
weird smell : 9,existent : 0,drunk man : 0,cramped size : 0,awkward time : 0,disappointing hotel : 6,cramped space : 0
worst room : 9,existent conditioning : 0,drunk person : 0,cramped space : 0,backpacker : 0,disappointing room : 6,crap : 0
disappointing hotel : 8,existent noise : 0,dusty : 0,crap : 0,ball : 0,dog : 6,crazy amount : 0
dog : 8,existent service : 0,dusty area : 0,crazy amount : 0,bare : 0,dresser : 6,crazy city : 0
involve : 8,existent space : 0,dusty carpet : 0,crazy city : 0,bare bone : 0,horrible service : 6,crazy hour : 0
not smallest : 8,fashion : 0,dusty room : 0,crazy hour : 0,bare foot : 0,horrible smell : 6,crazy kid : 0
packet : 8,feedback : 0,duvet : 0,crazy kid : 0,bare minimum : 0,minor annoyance : 6,crazy night : 0
poor skill : 8,folk : 0,electrical appliance : 0,crazy night : 0,bare necessity : 0,minor gripe : 6,crazy number : 0
smallest detail : 8,friday : 0,electrical equipment : 0,crazy number : 0,bare room : 0,mixed reviews : 6,crazy price : 0
troublesome : 8,fry : 0,electrical point : 0,crazy price : 0,bare wall : 0,not dirty : 6,crazy shopper : 0
uncomfortable mattress : 8,funny : 0,electrical socket : 0,crazy shopper : 0,bottled tea : 0,outdated furniture : 6,crazy shopping : 0
uncomfortable night : 8,funny experience : 0,electrical store : 0,crazy shopping : 0,claustrophobic feel : 0,poor standard : 6,crazy station : 0
wet towel : 8,funny smell : 0,european : 0,crazy station : 0,claustrophobic person : 0,poor value : 6,crazy time : 0
bottled drink : 7,garbage : 0,exciting : 0,crazy time : 0,confuse : 0,poor wifi : 6,crazy view : 0
crap : 7,gesture : 0,exciting area : 0,crazy view : 0,correct amount : 0,prepay : 6,cry : 0
cry : 7,gotemba : 0,exciting breakfast : 0,crew : 0,correct breakfast : 0,soundproofing : 6,dangerous : 0
horrible service : 7,gripe : 0,exciting elevator : 0,cry : 0,correct bus : 0,terrible food : 6,dangerous road : 0
horrible smell : 7,handful : 0,exciting nothing : 0,dangerous road : 0,correct exit : 0,translator : 6,dangerous step : 0
not dirty : 7,hanger : 0,exciting part : 0,dangerous step : 0,correct hotel : 0,uncomfortable night : 6,dead end : 0
outdated bathroom : 7,horrible : 0,exciting place : 0,dead area : 0,correct information : 0,uncomfortable room : 6,dirty area : 0
outdated furniture : 7,horrible bed : 0,existent : 0,dead end : 0,correct location : 0,worst room : 6,dirty bathroom : 0
poor experience : 7,horrible breakfast : 0,existent conditioning : 0,dirty area : 0,correct number : 0,awkward position : 5,dirty blanket : 0
poor standard : 7,horrible door : 0,existent noise : 0,dirty bathroom : 0,correct order : 0,bare minimum : 5,dirty carpet : 0
poor value : 7,horrible experience : 0,existent service : 0,dirty blanket : 0,correct password : 0,dirty bathroom : 5,dirty carpeting : 0
poor wifi : 7,horrible floor : 0,existent space : 0,dirty carpet : 0,correct place : 0,dirty clothe : 5,dirty chair : 0
stale cigarette : 7,horrible food : 0,fashion : 0,dirty carpeting : 0,correct price : 0,dirty wall : 5,dirty clothe : 0
