Keywords,Alpha,C,kernel,Average_F1,StDv_F1,Average_Accuracy,StDv_Accuracy,Average_Precision,StDv_Precision,Average_Recall,StDv_Recall
Positive,2.0,2.0,linear,0.8507294431661458,0.015809727164039167,0.8280851063829788,0.01307429063466999,0.8808629332947344,0.025953936320432868,0.823129978157122,0.0185661361812709
Negative,2.0,2.0,linear,0.8140158642680454,0.020649727643781004,0.7595744680851062,0.021041251600129558,0.7561839495517999,0.030030912173653487,0.8823650180483004,0.02209252511497131
Positive,2.0,2.25,linear,0.8560023039286963,0.02604206077167577,0.8361702127659573,0.02992369956042412,0.8772975738459949,0.017546534974368977,0.8360541368180062,0.03561798791066932
Negative,2.0,2.25,linear,0.8220238325964238,0.024136286680620556,0.7693617021276596,0.026764570542155555,0.7580406058380647,0.03395454027178503,0.8987444928505962,0.02250836453872293
Positive,2.0,2.5,linear,0.8651577804962283,0.016396496330988802,0.8446808510638298,0.01767366779344274,0.8995547488027421,0.022380032179548686,0.8341301600128832,0.02770934845471297
Negative,2.0,2.5,linear,0.8224729506863921,0.020911953589717446,0.7719148936170213,0.02719411967433271,0.7744196822624747,0.028632015706331185,0.8777001703117774,0.02413284480184008
Positive,2.0,2.75,linear,0.8640653609128115,0.018592539577050253,0.8429787234042554,0.01839656708188708,0.8871378995776297,0.01999112173155349,0.8429613515160342,0.030952576126222486
Negative,2.0,2.75,linear,0.8262664343690916,0.01785475609220456,0.7736170212765957,0.020916094855224724,0.7702407448397992,0.02110487048015019,0.8915880618968453,0.023528915808749704
Positive,2.0,3.0,linear,0.8499915049065295,0.016561330171208137,0.822127659574468,0.018033719234397515,0.8938521578631029,0.01815454999503482,0.8106323979848747,0.023487201934235397
Negative,2.0,3.0,linear,0.829826004531346,0.01324142907745179,0.7770212765957447,0.015830702329990044,0.7797627350494138,0.014622229552986591,0.8870243786371491,0.018835457613649433
Positive,2.0,3.25,linear,0.8543493838897349,0.0235879180633461,0.8327659574468085,0.027184129793505426,0.8915965679998308,0.03579754769398289,0.8211820512524737,0.030003097887081855
Negative,2.0,3.25,linear,0.8236854745327822,0.01893308634907693,0.774468085106383,0.022111286905134617,0.7767373590074226,0.023021352614370195,0.8771720783626862,0.023145094257002875
Positive,2.25,1.0,linear,0.8702855450164474,0.014960507658625279,0.852340425531915,0.01332805086243902,0.9075375575065718,0.018966148263775847,0.8366575743748313,0.02588456271057562
Negative,2.25,1.0,linear,0.8255819541679383,0.026114642592837873,0.7719148936170213,0.031223721409096402,0.7669694907009861,0.031134362944261723,0.8944502999042191,0.026944007534745
Positive,2.25,1.25,linear,0.8627941359226343,0.02301900844868188,0.8408510638297872,0.0221276595744681,0.9031235157549935,0.02361979839474365,0.8263249613170274,0.02891434945119456
Negative,2.25,1.25,linear,0.8297754973595788,0.01774912720625925,0.7825531914893616,0.018297872340425538,0.7727729010524566,0.020067680035893144,0.8964563529320161,0.02627074061312216
Positive,2.25,1.5,linear,0.8742534551021469,0.0166641794213613,0.8527659574468084,0.017668544248533362,0.9044521104970308,0.020168695225246946,0.8466971056661942,0.02784596398369222
Negative,2.25,1.5,linear,0.8173783519782308,0.016018180173936785,0.7646808510638298,0.019224437443534526,0.7601231815202723,0.011287874344493503,0.8843866829553368,0.02851256089741509
Positive,2.25,1.75,linear,0.8570704229646349,0.014271017148622006,0.8387234042553191,0.017897651782819653,0.8857391366746652,0.019672234308336426,0.8312013575477893,0.029656207081004915
Negative,2.25,1.75,linear,0.8329956626338267,0.024403771312335534,0.7872340425531915,0.026023633789652164,0.7842621562817935,0.0368016261867225,0.8896088881809259,0.028095229495530113
Positive,2.25,2.0,linear,0.871594782886809,0.02729688654538431,0.8485106382978722,0.034737585756525184,0.8978042921848394,0.024176730424714216,0.8476641082858235,0.03872657694447168
Negative,2.25,2.0,linear,0.8110689969527567,0.02576342707992862,0.765531914893617,0.023954839055383113,0.7529519664315493,0.03697678734765509,0.8807734414730988,0.034152898553295605
Positive,2.25,2.25,linear,0.8560289695659333,0.01810010518073141,0.8306382978723403,0.02108853054189596,0.888983680330273,0.029380765155722414,0.8259892195833176,0.018856346689700067
Negative,2.25,2.25,linear,0.8156031896959133,0.018367047203756634,0.7646808510638298,0.020851063829787263,0.761440681120685,0.026617063855653756,0.8788470983374893,0.020781612971163384
Positive,2.25,2.5,linear,0.853049588422607,0.019739348755031562,0.8306382978723403,0.021002489666813742,0.8802102223639459,0.02594429060060019,0.8284444307102532,0.02994427960547818
Negative,2.25,2.5,linear,0.8253713468257704,0.025348999051340363,0.7706382978723405,0.025915557410357653,0.7749322180050271,0.03616866737643046,0.8834970070528602,0.013949312289357627
Positive,2.25,2.75,linear,0.8495458411271087,0.015035666081451939,0.8259574468085106,0.01685557644284115,0.8761422262916596,0.021712908998016752,0.8249944441877464,0.020239504428996052
Negative,2.25,2.75,linear,0.8220432280145346,0.018023559133929088,0.7680851063829787,0.023939716049421658,0.770485271444074,0.02717539119135297,0.8817249164948292,0.01787238167347753
Positive,2.25,3.0,linear,0.8585075236674319,0.034212830124076825,0.8374468085106382,0.03234042553191489,0.8804901607071253,0.03615193707914894,0.8384130633757337,0.042091686014908994
Negative,2.25,3.0,linear,0.817922171229872,0.027563546728822108,0.7680851063829788,0.029250483159292615,0.7568139270968551,0.032844042862169916,0.8906867702687602,0.031821956421778305
Positive,2.25,3.25,linear,0.8577475944291482,0.022472225829240525,0.8340425531914895,0.02169795537699059,0.8958884456756857,0.030823591228241534,0.8236464786052643,0.030226161740343475
Negative,2.25,3.25,linear,0.8185393456704307,0.017020841188430214,0.7685106382978725,0.016935956376282917,0.7603709197657633,0.034042436099242734,0.8880127333452549,0.01783973204057345
Positive,2.5,1.0,linear,0.8696361474978831,0.01119451838127449,0.8468085106382979,0.012333086592501668,0.8937034986558906,0.025843250671840158,0.8475880118295003,0.01762396611290184
Negative,2.5,1.0,linear,0.8346269925256726,0.017291699200395923,0.7842553191489362,0.02331122710604653,0.7800190727622482,0.01957570119785834,0.8981151997939076,0.027270876816750594
Positive,2.5,1.25,linear,0.861834361206388,0.022507316638430173,0.8434042553191489,0.02074222571396414,0.8882577189248602,0.03294192172833973,0.8379951071481603,0.030540928618792044
Negative,2.5,1.25,linear,0.8191286805815559,0.02701995820960458,0.7659574468085107,0.028290672576331326,0.7608093085829676,0.03738006030351819,0.8885783157626858,0.03161778661480181
Positive,2.5,1.5,linear,0.8640371638976166,0.022120984242844817,0.8421276595744681,0.025915557410357636,0.8946297082156445,0.01940609859567085,0.83601184159645,0.03239274476830934
Negative,2.5,1.5,linear,0.8178292755294219,0.017149267426414146,0.7655319148936169,0.023879128249528883,0.7572180486877984,0.028758798427398497,0.8900669122632253,0.019438517368021935
Positive,2.5,1.75,linear,0.8558266949136047,0.03328320603523259,0.8323404255319149,0.034685419357131646,0.889313842190831,0.027489428384285804,0.8256794503516961,0.044956558377500344
Negative,2.5,1.75,linear,0.8264115070303768,0.014731385150664958,0.7719148936170213,0.0211228487591334,0.7793702892664802,0.027033178959342003,0.8806073842404555,0.021289381043269974
Positive,2.5,2.0,linear,0.8460331028530254,0.014751214768528644,0.8217021276595744,0.019167839369455663,0.8827012641275929,0.026490284102010632,0.8130014654335126,0.02064632288348428
Negative,2.5,2.0,linear,0.8108012435063022,0.02039774198447574,0.7591489361702128,0.021208401352131267,0.7446798761379047,0.02462644066099979,0.8912963508106146,0.03676873803263873
Positive,2.5,2.25,linear,0.8428530079465817,0.02064687959183652,0.8161702127659574,0.016568444539516402,0.8702012572107464,0.028606668571256714,0.8183157575561346,0.032188904675377626
Negative,2.5,2.25,linear,0.8234715394064362,0.014480084644774842,0.7719148936170211,0.017565759523872612,0.7681021410874405,0.015863675615370047,0.8879835212611435,0.025136244329897948
Positive,2.5,2.5,linear,0.8565803165995769,0.01949613475334471,0.8297872340425532,0.021781249177991017,0.8750992063492774,0.025337025234106896,0.8401225342589373,0.03486945749657954
Negative,2.5,2.5,linear,0.8383713703425861,0.01492037682057187,0.7851063829787235,0.02196750553045159,0.7901377495526166,0.023124811285513282,0.8939383856500921,0.02687870618004612
Positive,2.5,2.75,linear,0.8668241964912434,0.024938836007336755,0.8493617021276597,0.023477641232568028,0.8882078179575359,0.029930889584049082,0.8473138042510391,0.033629145595816555
Negative,2.5,2.75,linear,0.8268664996964572,0.023918862137172217,0.7800000000000001,0.02784227711141376,0.7740836496363039,0.036349501465966653,0.8888056382556581,0.026896636255913764
Positive,2.5,3.0,linear,0.8596300422657066,0.030761070692998355,0.8382978723404255,0.03279633849871947,0.8868703739281404,0.03947168920379335,0.8346023169766777,0.03027694595149345
Negative,2.5,3.0,linear,0.8167635901904824,0.022185943247548197,0.7608510638297872,0.026899541496645293,0.7650445124540641,0.036193109263168564,0.8777351505528234,0.027311424457513587
Positive,2.5,3.25,linear,0.8618707480648407,0.015568069519559117,0.8442553191489364,0.015830702329990044,0.8885605792610007,0.02461324023645672,0.8374504433662093,0.023020596631579047
Negative,2.5,3.25,linear,0.8249035791564807,0.012816618219570012,0.7765957446808511,0.012801369324673486,0.7713627537612565,0.02768725119198284,0.8879114683734528,0.023698147332313187
Positive,2.75,1.0,linear,0.8596562600996256,0.015378095409738049,0.8382978723404255,0.013046561461068864,0.9050253714203775,0.018874082610257505,0.8189619588798568,0.020656116161827567
Negative,2.75,1.0,linear,0.8247592531822251,0.016160224113133073,0.7723404255319148,0.01876687410314892,0.7680936112667391,0.02734631756537411,0.8915613103466098,0.022128394554901388
Positive,2.75,1.25,linear,0.858061501472789,0.016162489423049625,0.8348936170212765,0.016568444539516437,0.8893004143362016,0.017188839923009614,0.8292839394823612,0.022656968723564038
Negative,2.75,1.25,linear,0.8178657170462771,0.019542912999869322,0.7685106382978724,0.020157820055024728,0.7590550184561826,0.03567009623345379,0.8890047236759788,0.03300176620491384
Positive,2.75,1.5,linear,0.8591677340187396,0.021435943760153137,0.8353191489361702,0.024522603462508778,0.8901483888266014,0.021577179635512905,0.8308424965717458,0.030524373526005875
Negative,2.75,1.5,linear,0.8279000481798551,0.031321159782948714,0.7799999999999999,0.032016858393151805,0.7735902627293261,0.03847775469798646,0.8912350323178156,0.029642783085084813
Positive,2.75,1.75,linear,0.8611964561947076,0.017529268650770497,0.8399999999999999,0.017668544248533383,0.8807952221412545,0.02014382936362308,0.8427615762577254,0.022040683977017944
Negative,2.75,1.75,linear,0.8275543459786107,0.00913950341621745,0.7723404255319151,0.012222473716038377,0.7743245445608755,0.021307550810248564,0.8897246198844799,0.021463859821836663
Positive,2.75,2.0,linear,0.8642940811380709,0.020019025141538447,0.8434042553191489,0.019200875187537863,0.8978564289015436,0.02706271886161609,0.8339268522389128,0.027751870090878053
Negative,2.75,2.0,linear,0.8179961650413385,0.01715248815932972,0.7651063829787235,0.024056670681025665,0.7627911717663135,0.02290449993889809,0.8822135000314963,0.016734054750283223
Positive,2.75,2.25,linear,0.8620296414255157,0.016306628871289187,0.8395744680851063,0.017132614586551,0.9046831686831902,0.024691290600391644,0.8246348091190965,0.034124621118422474
Negative,2.75,2.25,linear,0.8341005425753618,0.02242560679021259,0.7863829787234042,0.02405667068102565,0.7790227533161893,0.02613105902274415,0.8982869578398187,0.02929729877195581
Positive,2.75,2.5,linear,0.8568788521896943,0.014400228397891087,0.8327659574468085,0.020937726978966033,0.8927126245948825,0.030168864906446775,0.8251295438923067,0.027016243639412095
Negative,2.75,2.5,linear,0.8241502719796762,0.016235470747286602,0.7757446808510637,0.021109985965638244,0.7683330990426379,0.02288337787975362,0.889437127087815,0.022815746256132065
Positive,2.75,2.75,linear,0.8621303395966768,0.020736610126620494,0.8382978723404255,0.019868285157325544,0.8943000259482472,0.027361663460612595,0.833487094335555,0.03520648504831998
Negative,2.75,2.75,linear,0.8262760600436889,0.00969581685841817,0.7748936170212766,0.007718449849879608,0.7756670152940038,0.021361836960183542,0.8847260463760822,0.015551265898841633
Positive,2.75,3.0,linear,0.8572837729237669,0.011871574712321654,0.8353191489361702,0.014373911280046435,0.8977486779254977,0.018402810395896436,0.8209137117176531,0.021776912440047657
Negative,2.75,3.0,linear,0.8319832049043108,0.009304186804893616,0.7834042553191489,0.012103372470917372,0.7770926587145556,0.024232352326111206,0.8964768255966516,0.021038055345785605
Positive,2.75,3.25,linear,0.864128206350198,0.020889765289378387,0.8395744680851063,0.026441253417712328,0.9009728301559858,0.026658409974681524,0.8304481680786431,0.021063260859348242
Negative,2.75,3.25,linear,0.8351155700937767,0.023133628703676128,0.7914893617021277,0.027643203010913543,0.780845583322782,0.04260304530950109,0.9001187790230288,0.029390464879165773
Positive,3.0,1.0,linear,0.8647046884157679,0.030472959005511856,0.8421276595744681,0.029814577115920612,0.9097073224436747,0.02042755405786574,0.8246383697696622,0.04274720129543658
Negative,3.0,1.0,linear,0.8164952015985263,0.023694299339345748,0.7638297872340425,0.03168713053809611,0.7543105078897803,0.03245283508582051,0.8907213667089044,0.022483330862225683
Positive,3.0,1.25,linear,0.868922189538854,0.01964286795404149,0.8463829787234042,0.022148108390932973,0.8971755692412324,0.03378410229828811,0.843747583511043,0.030227286007751063
Negative,3.0,1.25,linear,0.8267392741601963,0.024909029227196736,0.7761702127659573,0.025403934564424357,0.7739961452106392,0.033779391423651675,0.8877833545048572,0.01773571211757598
Positive,3.0,1.5,linear,0.86692894184451,0.016177600516757876,0.8446808510638298,0.017467553831296872,0.8896162186798563,0.024984756368810455,0.846565404787617,0.03089986837175505
Negative,3.0,1.5,linear,0.8408398938421249,0.02004215624413329,0.788936170212766,0.026106998553494413,0.7861911824573997,0.02533089163901406,0.9043371926695816,0.025342598127987188
Positive,3.0,1.75,linear,0.8535427569685184,0.017564602780625584,0.8319148936170213,0.013623668590282677,0.8862139284832716,0.03233134566320758,0.8243218371672159,0.025900291647367457
Negative,3.0,1.75,linear,0.8383388737006305,0.014567883225835888,0.7868085106382978,0.01696266504510191,0.785843609636099,0.02986662652716161,0.8998892301872553,0.023666128170066192
Positive,3.0,2.0,linear,0.8661331446772469,0.029587420751950855,0.8425531914893616,0.02829067257633134,0.8886777647042676,0.05179142314697709,0.8460186712155586,0.019797979760946393
Negative,3.0,2.0,linear,0.8386532837541865,0.02708536032002854,0.7906382978723405,0.03365739563112373,0.792236355101433,0.03583948523924603,0.8917162785399035,0.025561742275124723
Positive,3.0,2.25,linear,0.8623218122630494,0.017254147576798252,0.8382978723404255,0.02004973445002511,0.9026823414678417,0.022391103176233357,0.8263674386188395,0.030533301179653964
Negative,3.0,2.25,linear,0.8154091208192724,0.013831219555629324,0.7668085106382978,0.01929495157234834,0.7579536932790749,0.018418675053741843,0.8829754504325444,0.02372728787619417
Positive,3.0,2.5,linear,0.8747347714569272,0.01824360037556251,0.8523404255319148,0.0180588044033387,0.904111526033389,0.010069145422483874,0.8476183769259549,0.029370283831704234
Negative,3.0,2.5,linear,0.8191091898267274,0.020894870639024274,0.7646808510638298,0.02630393099663931,0.7599628443533224,0.027048776771087888,0.889083932336824,0.025615855611551788
Positive,3.0,2.75,linear,0.8614093593339757,0.016592107490693182,0.8395744680851065,0.018650729362392454,0.8828737312501806,0.03055923230434885,0.8417366494441711,0.019494548115567403
Negative,3.0,2.75,linear,0.843578038460579,0.014882353332187652,0.7948936170212765,0.02233941233771351,0.7860678372746825,0.02953555598276671,0.9115914851208513,0.022497049000528454
Positive,3.0,3.0,linear,0.8617616942587777,0.01615237326184395,0.8382978723404255,0.016807163964367256,0.8927713566429949,0.015853677026004268,0.8339199746955192,0.03471779079159769
Negative,3.0,3.0,linear,0.828039409146402,0.014801386490782595,0.7808510638297872,0.019799812977245694,0.7734135967859481,0.022038255019352065,0.8923305099079577,0.031961368396837865
